구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
Lambda	Drilling.Common	Drilling.Common/Motion/CMotionManager.cs	1041	Drilling.Common.Motion.CMotionManager.LoadMotionControllerTypes()	typeof(CMotionController)              .Assembly              .GetTypes()              .Where(type => !type.IsAbstract && typeof(CMotionController).IsAssignableFrom(type))              .Select(type => new              {                  Type = type,                  Attribute = type.GetCustomAttribute<CMotionControllerTypeAttribute>()              })              .Where(item => item.Attribute is not null && item.Attribute.ControllerNames.Count > 0)              .SelectMany(item => item.Attribute!.ControllerNames.Select(controller => new              {                  Controller = NormalizeControllerName(controller),                  item.Type              }))              .GroupBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Motion/CMotionManager.cs	1043	Drilling.Common.Motion.CMotionManager.LoadMotionControllerTypes()	typeof(CMotionController)              .Assembly              .GetTypes()              .Where(type => !type.IsAbstract && typeof(CMotionController).IsAssignableFrom(type))              .Select(type => new              {                  Type = type,                  Attribute = type.GetCustomAttribute<CMotionControllerTypeAttribute>()              })              .Where(item => item.Attribute is not null && item.Attribute.ControllerNames.Count > 0)              .SelectMany(item => item.Attribute!.ControllerNames.Select(controller => new              {                  Controller = NormalizeControllerName(controller),                  item.Type              }))              .GroupBy(item => item.Controller, StringComparer.OrdinalIgnoreCase)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Motion/CMotionManager.cs	1044	Drilling.Common.Motion.CMotionManager.LoadMotionControllerTypes()	typeof(CMotionController)              .Assembly              .GetTypes()              .Where(type => !type.IsAbstract && typeof(CMotionController).IsAssignableFrom(type))              .Select(type => new              {                  Type = type,                  Attribute = type.GetCustomAttribute<CMotionControllerTypeAttribute>()              })              .Where(item => item.Attribute is not null && item.Attribute.ControllerNames.Count > 0)              .SelectMany(item => item.Attribute!.ControllerNames.Select(controller => new              {                  Controller = NormalizeControllerName(controller),                  item.Type              }))              .GroupBy(item => item.Controller, StringComparer.OrdinalIgnoreCase)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.Common	Drilling.Common/Motion/CMotionManager.cs	1065	Drilling.Common.Motion.CMotionManager.FormatMotionCommand(Drilling.Common.Motion.EN_MOTION_COMMAND)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.Common	Drilling.Common/Motion/PMAC/CPmacMotion.cs	14	Drilling.Common.Motion.CPmacMotion.CommandPrefix.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.Common	Drilling.Common/Motion/UMAC/CUmacMotion.cs	14	Drilling.Common.Motion.CUmacMotion.CommandPrefix.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.Common	Drilling.Common/Motion/XPS/CXpsComm.cs	123	Drilling.Common.Motion.CXpsComm.ExecuteXpsFunction(CommandInterfaceXPS.XPS, string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.Common	Drilling.Common/Motion/XPS/CXpsComm.cs	244	Drilling.Common.Motion.CXpsComm.ExecuteRawCommand(CommandInterfaceXPS.XPS, string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.Common	Drilling.Common/Motion/XPS/CXpsMotion.cs	14	Drilling.Common.Motion.CXpsMotion.CommandPrefix.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.Common	Drilling.Common/Motion/XPS/CXpsMotion.cs	32	Drilling.Common.Motion.CXpsMotion.BuildAxisCommand(Drilling.Common.Motion.ST_MOTOR_DATA, Drilling.Common.Motion.EN_MOTION_COMMAND, double)	EqualsValueClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.Common	Drilling.Common/Motion/XPS/CXpsMotion.cs	111	Drilling.Common.Motion.CXpsMotion.ContainsAny(string, params string[])	patterns.Any	value	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
ExpressionBody	Drilling.Common	Drilling.Common/Product/CProductManager.cs	156	Drilling.Common.Product.CProductManager.Current.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Product/CProductManager.cs	181	Drilling.Common.Product.CProductManager.CreateProduct(string, string, string, string, string, System.Collections.Generic.IReadOnlyDictionary<string, string>, System.Collections.Generic.IReadOnlyDictionary<int, int>, System.Threading.CancellationToken)	headPointCounts              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Product/CProductManager.cs	182	Drilling.Common.Product.CProductManager.CreateProduct(string, string, string, string, string, System.Collections.Generic.IReadOnlyDictionary<string, string>, System.Collections.Generic.IReadOnlyDictionary<int, int>, System.Threading.CancellationToken)	headPointCounts              .OrderBy(item => item.Key)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Product/CProductManager.cs	243	Drilling.Common.Product.CProductManager.SetHeadRunning(string, int, System.Threading.CancellationToken)	product.Heads                  .Select	headNo,now	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Product/CProductManager.cs	272	Drilling.Common.Product.CProductManager.SetHeadResult(string, int, bool, string, string, System.Threading.CancellationToken)	product.Heads                  .Select	headNo,isOk,errorCode,message,now	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
ExpressionBody	Drilling.Common	Drilling.Common/Recipe/CCellPointCalculator.cs	27	Drilling.Common.Recipe.ST_CELL_POINT_RESULT.IsValid.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	32	Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT.OffsetX.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	34	Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT.OffsetY.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	80	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	Enumerable.Range(1, headCount)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	80	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	Enumerable.Range(1, headCount)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	83	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	rawPoints              .Select	parameters,headCount,akMarginY,assignedHeadCounts	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	152	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	preparedPoints.Max	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	153	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	preparedPoints.Min	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	157	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	preparedPoints              .Select	encoderScale,stageScanDirectionY,scanStartStageY	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	216	Drilling.Common.Recipe.CRecipeHolePlan.Build(System.Collections.Generic.IReadOnlyDictionary<string, string>)	OrderProcessPoints(calculatedPoints, stageScanDirectionY)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	374	Drilling.Common.Recipe.CRecipeHolePlan.BuildFallbackCellGrid(System.Collections.Generic.IReadOnlyDictionary<string, string>, int, double, double, double, double, int, int, double, double)	calculated.Points              .Select	parameters,cellNo,defaultReviewOffsetX,defaultReviewOffsetY,pixelCountX,pixelCountY	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	402	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	points              .GroupBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	405	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	rows.OrderByDescending	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	406	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	rows.OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	413	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	orderedRows[rowIndex].OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	413	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	orderedRows[rowIndex].OrderBy(point => point.DesignX).ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Recipe/CRecipeHolePlan.cs	413	Drilling.Common.Recipe.CRecipeHolePlan.OrderProcessPoints(System.Collections.Generic.IReadOnlyList<Drilling.Common.Recipe.ST_RECIPE_HOLE_POINT>, double)	orderedRows[rowIndex].OrderBy(point => point.DesignX).ThenBy(point => point.CellNo).ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
